Site Name,Address,Post Code,Location Type,Ward,Sticker,Postcode area,Site Number,UPRN,Latitude,Longitude,y,x,Recyclables-Mixed Glass,Recyclables-Paper,Recyclables-Textiles,Recyclables Small Electrical,Non LCC Banks,Type,Tally of Sites,Cleaning,No of  Glass Banks,Apr 16 Glass Tonnages Kg,May 16 Glass Tonnages Kg,Jun 16 Glass Tonnages Kg,Jul 16 Glass Tonnages Kg,Aug 16 Glass Tonnages Kg,Sep 16 Glass Tonnages Kg,Oct 16 Glass Tonnages Kg,Nov 16 Glass Tonnages Kg,Dec 16 Glass Tonnages Kg,Jan 17 Glass Tonnages Kg,Feb 17 Glass Tonnages Kg,Mar 17 Glass Tonnages Kg,Apr 17 Glass Tonnages Kg,May 17 Glass Tonnages Kg,Jun 17 Glass Tonnages Kg,Jul 17 Glass Tonnages Kg,Aug 17 Glass Tonnages Kg,Sep 17 Glass Tonnages Kg,Oct 17 Glass Tonnages Kg,Nov 17 Glass Tonnages Kg,Dec 17 Glass Tonnages Kg,Jan 18 Glass Tonnages Kg,Feb 18 Glass Tonnages Kg,Mar 18 Glass Tonnages Kg,04/18 Glass Tonnages Kg,05/18 Glass Tonnages Kg,06/18 Glass Tonnages Kg,07/18 Glass Tonnages Kg,08/18 Glass Tonnages Kg,09/18 Glass Tonnages Kg,10/18 Glass Tonnages Kg,11/18 Glass Tonnages Kg,12/18 Glass Tonnages Kg,01/19 Glass Tonnages Kg,02/19 Glass Tonnages Kg,03/19 Glass Tonnages Kg,Total from Apr 19,12 Month Average
Rawdon Library/Micklefield House ,"New Road Side, Rawdon",LS19 6DF,Council Office,Guiseley and Rawdon,Y,LS19,22104,72553282,53.853345,-1.686194,439725,420740,Y,Y,,,,"Glass, Paper",1,,3,"6,124","8,855","6,697","5,736","9,009","6,072","4,681","7,235","10,869","7,725","8,348","6,382","6,068","9,368","8,565","7,472","9,566",,,,"11,337","10,195","7,924","6,793","7,990","9,825","7,846","9,797","7,265","6,746","7,611","6,530","6,513","6,779","7,119","7,031",91054,"7,588"
Roadside,"Cragside Cresent, Hawksworth",LS5 3QU,Roadside,Kirkstall,Y,LS5,22047,72028936,53.828137,-1.617031,436943,425305,Y,,,,,Glass,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,150",,,,,372,"1,213",326,542,456,16059,"2,676"
Roadside,"Fairfield Mount ( Stanningley Road), Bramley",LS13 3EE,Road Side,Bramley and Stanningley,Y,LS13,23187,72066646,53.807236,-1.643528,434608,434608,Y,,,,,,,,,,,,,,,,,,,,,,,727,,,,,,,,,,,,"1,699",,0,0,,174,0,419,299,357,2948,369
Roadside,"Burton Row, (oppo. The Blooming Rose pub)",LS11 5NX,Roadside,Beeston and Holbeck,,LS11,23140,72033983,53.779602,-1.541354,431572,430321,Y,,,,,Glass,1,,1,,,,,,,,,,,,,,,,,,763,901,492,,411,,371,,629,,298,409,,451,254,,"3,137",,296,5473,782
Roadside,Cottingley Drive (nr Dulverton Square),LS11 0LL,Road Side,Beeston and Holbeck,,LS11,21971,,53.765875,-1.583917,430035,427525,Y,,Y,,,Glass,1,,1,,704,262,,,354,,,,,,,,,350,256,,"1,063",627,330,,,,742,,577,310,,719,,603,,317,,"1,594",753,4873,696
Roadside,Cottingley Drive (nr Dulverton Grove),LS11 0LD,Road Side,Beeston and Holbeck,,LS11,21972,,53.768372,-1.587419,430305,427292,Y,,,,,Glass,1,,1,,,698,,,177,269,,"1,991",960,417,,,,350,171,,"1,578",,"1,783",,617,,371,,289,310,,360,,302,,211,,0,188,1660,237
Roadside,Cottingley Drive (nr Cottingley Fold),LS11 0JZ,Road Side,Beeston and Holbeck,,LS11,21973,,53.771104,-1.58415,430610,427506,Y,,,,,Glass,1,,1,,101,175,,,265,404,,,411,,,,,578,,,"1,753","1,413","1,463",,,,186,,,0,,0,,201,,0,,,0,201,40
Roadside,Nassau Place,LS7 4BX,Road Side,Chapel Allerton,Y,LS7,22125,72080927,53.815337,-1.529773,435553,431057,Y,,,,,Glass,1,,1,725,"1,048",716,904,"1,814",944,973,"1,495","1,825","1,020","1,150","1,266","1,023","1,231","1,109","1,101",957,"21,431","29,628","16,008",978,"1,549",729,289,794,"1,395",580,443,858,835,"1,403",927,"1,390","1,149","1,026","1,209",12008,"1,001"
Roadside,"Beech Avenue, Armley",LS12 3AH,Road Side,Armley,Y,LS12,22191,72741114,53.79769,-1.589588,433565,427131,Y,,,,,Glass,1,,1,558,851,641,"1,300",484,"1,254","1,340",248,"1,227",844,380,"1,774",853,"1,231","1,878","1,889","1,415",,,,"1,508","1,752","1,674","2,021","1,439","1,557","1,548",953,"2,156","1,480","1,897","1,072","1,241","3,231","2,040",,18614,"1,692"
Roadside,Corner of Tynwald Hill and Cranmer Bank,LS17 5LB,Road Side,Moortown,Y,LS17,23170,72051470,53.847044,-1.557092,439069,429237,Y,,,,,Glass,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,1026,1097,548
Roadside,Headingley Mount,LS6 3JX,Road Side,Headingley,,LS6,22195,72094334,53.821471,-1.584439,436213,427454,Y,,Y,Y,,"Glass, textile, small electrical appliances",1,,1,"1,560",683,"1,072",780,454,"1,378",707,750,"1,660","1,000",827, ,874,923,984,167,179,903,"1,466",757,683,575,554,346,546,"1,302",273,"1,030","1,096",314,"1,212",670,,421,449,721,8034,730
Roadside,Queens Road,   LS6 1HU,Road Side,Hyde Park and Woodhouse,,LS6,22198,72521987,53.807661,-1.570518,434682,428380,Y,,Y,Y,,"Glass, textile, small electrical appliances",1,,2,607,449,365,"1,010",276,488,"1,066",792,953,666,"1,119",,"1,155",,,742,528,664,"1,012",360,744,418,413,449,,711,664,"1,838",766,512,650,480,"1,071","1,119",,201,8012,801
Roadside,Stanmore Hill,LS4 2PW,Road Side,Kirkstall,,LS6,22202,72113670,53.811674,-1.583583,435124,427517,Y,,Y,Y,,"Glass, textile, small electrical appliances",1,,1,"1,902","1,082","1,001","1,290","1,418",605,"1,280","1,026","1,678","1,421","1,267","1,293","1,685","1,463","2,111","1,856","1,399","1,272","1,096","1,030","1,154","1,346","1,947","1,975","1,963","1,210","2,247","1,679","1,525","1,198","1,466","1,106","1,139","2,102",579,"1,389",17603,"1,467"
Roadside,Vicarage Terrace,LS5 3HF,Road Side,Kirkstall,Y,LS5,22204,72221898,53.81884,-1.597572,435915,426591,Y,,,,,Glass,1,,1,747,"1,094",829,"1,190",484,"1,372","1,548",413,"1,951",356,467,967,878,"1,187",625,928,"1,149",382,"1,008",785,946,703,822,702,"1,104","1,348","1,344",839,,"2,191",,"1,266","1,897",,"1,341",645,11975,"1,331"
Roadside,Temple View Road,LS9 9LH,Road Side,Halton,,LS9,22350,72766028,53.79579,-1.515381,433385,432020,Y,,,,,Glass,,,,,,,,,,238,,,,,,,,634,502,137,731,"1,216",830,330,689,376,"1,257",429,463,199,175,690,378,,293,160,0,,667,3453,345
Roadside,"Moorside Road, Driglington",BD11 1EP,Road Side,Morley North,Y,BD11,22109,72353516,53.753548,-1.656294,428631,422761,Y,,,,,Glass,1,,3,"3,314","4,087","2,803","1,741","4,598","2,604","2,787","4,404","3,850","2,683","2,688","3,653","3,356","2,306","4,658","2,552","5,455","8,080","8,978","8,099","4,418","3,742","3,972","2,907","2,382","4,838","19,130","3,584","2,705","2,311",,"2,037","3,386","3,184","2,193","4,207",49958,"4,542"
Roadside,"Weston Ridge, Otley",LS21 2EF,,,,,22206,,,,,,,,,,,,,,,991,866,946,927,"1,338",855,673,817,"1,479","1,299",780,"1,012",968,835,"1,142",605,"1,221",,,,"1,318",938,829,940,926,"1,102","1,319","1,771",634,,,,,,,,,
Roadside,Batcliffe Mount,LS6 3PW,Road Side,Weetwood,,LS6,22190,72192450,53.822377,-1.587959,436313,427222,Y,,,,,Glass,1,,1,"1,277","1,079","2,219","1,410","2,158","2,399","2,013","1,965","3,131","2,260","2,279","2,020","2,538","2,775","2,330","2,359","2,758",240,,,"2,512","2,436","1,616","1,692","2,191","3,202","1,851","2,197","2,111","1,369","2,473","1,733",903,"1,752","1,759","1,805",23347,"1,946"
Roadside,"1 - 3 Burley Road, Marston House",LS3 1JZ,Road Side,Burley,Y,LS3,22603,,,,,,Y,,,,,Glass,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,"Tranmere Court, Bradford Road",LS20 8NH,Road Side,Guiseley and Rawdon,,LS20,,,53.876644,-1.724981,442307,418179,,Y,,,,Paper,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,Canterbury Drive,LS6 3DY,Road Side,Headingley,,LS6,22192,72115548,53.818451,-1.58904,435875,427153,Y,,,,,Glass,1,,1,433,730,,421,541,477,"1,058",535,316,"1,213",435,504,162,808,751,173,197,,,,724,,622,461,728,536,"1,005",483,"1,003",99,748,474,534,420,327,729,7086,590
Roadside,"Elland Road, Churwell Hill",LS27 7PT,Road Side,Morley North,Y,LS27,22193,72348866,53.758442,-1.593745,429197,426882,Y,,,,,Glass,1,,2,"3,168","7,129","3,394","4,430","6,915","3,240","2,795","5,349","4,824","5,332","4,144","4,255","3,283","4,260","4,388","3,535","4,802",,,,"4,526",,"3,647","3,236","4,100","5,022","4,506","6,615","3,751","2,695","3,412","1,983","2,968","2,915","3,253","4,810",46031,"3,836"
Roadside,St Marks Road,LS2 9EG,Road Side,Hyde Park and Woodhouse,,LS2,22200,72725497,53.812286,-1.555302,435203,429379,Y,,,,,Glass,1,,1,200,457,612,147,563,286,444,709,882,415,,696,324,919,312,514,302,338,"1,051","1,443",815,371,620,312,620,385,377,714,0,"9,675",672,239,690,583,579,193,14727,"1,227"
Roadside,"Street Lane, Gildersome",LS27 7JB,Road Side,Morley North,Y,LS27,22248,72356110,53.757762,-1.632362,429108,424336,Y,,,,,Glass,1,,3,"6,341","7,589","6,920","7,183","8,608","5,886","5,924","7,962",,"8,624",,,,,"6,933","6,664","7,966","1,441","1,551","2,636","6,988","8,595","5,880","5,418","6,472","8,587","2,829","9,620","5,646","5,027","5,160","4,409","4,584","4,902","4,833","7,117",69186,"5,766"
Roadside,Stott Road,LS6 1DL,Road Side,Headingley,,LS6,22340,72169372,53.814881,-1.574543,435484,428110,Y,,Y,,,"Glass, textile",1,,1,554,454,"1,290",,652,215,362,490,293,744,469,933,537,318,570,670,493,,717,"1,244",649,334,362,346,454,379,636,652,828,219,511,478,177,216,624,302,5474,456
Roadside,"Station Lane, East Ardsley",WF3 2FJ,Road Side,Ardsley and Robin Hood,,WF3,22965,,53.733793,-1.535605,426478,430733,Y,,,,,Glass,1,,1,,"1,313",,,,,,,,,,,"1,388",,"1,164","1,968","1,746",,,,,,,"1,693","1,480","2,326",,,"1,099","2,721","1,596","1,413","1,293","1,205","1,740","2,297",17170,"1,717"
Roadside,Wakefield/Leeds Road,WF3 3LU,Road Side,Ardsley and Robin Hood,,WF3,22205,,53.720826,-1.49772,425053,433242,Y,,,,,Glass,1,,1,669,"1,568",563,"1,248","1,586",948,693,"1,158",887,537,"1,456","1,720",873,"1,643",978,"1,339","1,622","3,312","3,124","2,001","1,369",726,"1,384","1,438","1,627","1,853","1,524",,"1,702","1,162","2,052","1,116",999,488,"1,142","1,170",14835,"1,349"
Roadside,Woodhouse Street/Pennington Street,LS6 2JW,Road Side,Headingley,,LS6,,72157375,53.814344,-1.555288,435432,435432,,,Y,,,Textiles,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,"Old Bradford Road, Bradford Road",BD11 1EB,Road Side,Morley North,,BD11,22141,72352703,53.750579,-1.641586,428305,423732,Y,,,,,Glass,,,,642,543,618,307,846,788,190,"1,087","1,195",580,737,848,559,70,937,357,282,818,,308,611,"1,049",636,329,240,905,687,320,241,298,344,469,405,570,696,405,5579,465
Roadside,"Old Run Road, Belle Isle, Middleton",LS10 3AU,Road Side,City and Hunslet,Y,LS10,22109,72538053,53.771495,-1.535626,430673,430704,Y,,,,,Glass,1,,3,322,426,526,341,446,537,467,100,164,349,589,264,539,456,,340,630,914,392,420,859,690,445,563,858,810,597,573,169,503,744,735,,,495,304,5790,579
Roadside,Lingwell Gate Lane ,WF3 3BX,Road Side,Ardsley and Robin Hood,,WF3,22964,,53.735981,-1.522147,426728,431619,Y,,,,,Glass,1,,1,,"1,964","2,123","1,649","1,885",,"1,018","1,609","1,612",,,,,,"1,942","1,675",,84,587,582,"1,759","2,490","1,913","1,931","2,057","2,032",950,"2,359","1,563","1,577","1,183",802,,"1,464","1,826","2,269",18081,"1,644"
Roadside,Smithy Lane,WF3 1QQ,Road Side,Ardsley and Robin Hood,,WF3,23158,72363046,53.728193,-1.564004,425844,428863,Y,,,,,Glass,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,"Stanningley, Rossefield Lawn",LS28 6BN,Road Side,Bramley and Stanningley,Y,LS13,22212,72510531,53.80595,-1.6286823,434513,424527,Y,Y,,,,"Glass, Paper",1,,2,394,198,,545,500,,,190,468,446,,584,345,244,,442,717,"2,302","3,898","3,346",719,174,,"1,232","1,132",909,"1,107","1,093","1,132",181,"2,025",884,"1,957","1,217",498,"1,169",13305,"1,109"
Roadside,Cartmell Drive ,LS15 0AR,Road Side,Temple Newsam,,LS15,22364,72086540,53.789019,-1.482673,432647,434180,Y,,,,,Glass,1,,1,,,,,,,,,"1,598",581,,,,,,,,,,556,165,,,431,,,919,310,,345,290,,482,,754,,3100,517
Roadside,"Oakwell Road, Drighlington",BD11 1DS,Roadside,Morley North,,BD11,22553,72352438,53.751996,-1.650567,428460,423139,Y,,,,,Glass,1,,2,,,,,,,79,181,,311,366,,,172,,,72,"1,667","1,561","1,742",468,399,6,185,479,616,552,401,241,0,434,777,723,463,295,203,5183,432
Roadside,Cross green Lane ,LS9 0BD,Road Side,Burmantofts and Richmond Hill,,LS9,22983,72054221,53.789184,-1.515647,432650,432007,Y,,,,,Glass,1,,1,,,"3,960",,"19,545","26,423","10,323","15,998","31,829","31,213","25,514","21,800","21,702","28,733",548,185,583,"3,299","5,744","5,122",,,,,,"1,080",,413,,0,194,,160,,0,667,2514,359
Roadside,"Village Green, Fewston Avenue/Cross Green Ln",LS9 0DD,Road Side,Burmantofts and Richmond Hill,,LS9,22276,72054113,53.789278,-1.519894,432658,431727,Y,,,,,Glass,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,Cottingley Drive (Cottingley Towers),LS11 0JH,Road Side,Beeston and Holbeck,,LS11,21973,,53.768673,-1.583092,430340,427577,Y,,,,,Glass,1,,1,,,698,,,177,,,"1,991",960,417,,,,,,,617,,550,,,,,,,"8,254",,,,,,,,,,8254,"8,254"
Roadside,"Calverley Ln, Horsforth, Leeds ",LS13 1NP,Road Side,Horsforth,,LS13,22336,,53.828618,-1.661343,436980,422391,Y,,,,,Glass,1,,,,,,,,,,,,,,,,,,,,,,,,,421,,,,598,,,,,174,"1,103","2,360","1,154","1,189",6578,"1,096"
Roadside,Spring Road,LS6 3BW,Road Side,Headingley,,LS6,22323,72679662,53.815805,-1.57066,435588,428365,Y,,Y,,,"Glass, Textile",,,1,,,,,,,,,,,,,,,677,266,551,,,,544,418,318,230,531,653,328,748,676,384,793,947,734,498,598,907,7797,650
Roadside,"Weatherby Road Layby, north side",LS22 5DR,Road Side,Weatherby,Y,LS22,22348,72388485,,,,,Y,,,,,Glass,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,"Weatherby Road Layby 2, South Side",LS22 5DR,Road Side,Weatherby,Y,LS22,22348,72388485,53.918439,-1.395456,447198,439802,Y,,,,,Glass,1,,2,"3,447","4,351","4,313",,"3,263","2,237","3,397","5,737","5,613","5,926","3,727","4,724","6,019","2,994","4,449","4,466","2,523",,385,73,"5,209","5,964","4,155","5,551","4,488","2,450",488,"12,815","8,480","6,757","1,456","12,311","10,826","2,193","3,530","1,889",67682,"5,640"
Roadside,"Beeston Road, Entrace to Park",LS11 7NA,Road Side,Beeston and Holbeck,Y,LS11,,,53.777112,-1.558704,431288,429179,Y,,,,,Glass,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,"Ghyll Royd, Guiseley, Yeadon, Leeds ",LS20 9LT,Road Side,Guiseley and Rawdon,Y,LS20,,72668472,53.867235,-1.706707,441265,419384,Y,,,,,Glass,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,"Weatherby Road Layby, south side",LS22 5DR,Road Side,Harwood,Y,LS22,Unknown,72390615,53.920776,-1.395264,447351,439813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside ,"Smithy Lane, Fomer Garages, East Ardsley",WF3 1QQ,Roadside,Ardsley and Robin Hood,Y,WF3,23158,,53.728546,-1.563949,425883,428867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,454","1,439","2,440","2,809","3,335","2,421","2,721","2,189","2,885","2,849","1,993","2,863",,,
Roadside,Glossop Road / hartley Crescent,LS6 2LL,Road Side,Woodhouse,,LS6,,72092430,53.816636,-1.553018,435688,429526,,,Y,,,Textiles,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,St Michaels Lane/ Stanmore Hill,LS6 3BR,Road Side,Headingley,,LS6,,72198657,53.810513,-1.58508,434993,427419,,,Y,,,Textiles  ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,Archery Road/Blenheim Square,LS2 9AU,Road Side,Woodhouse,,LS6,,72005069,53.808053,-1.548678,434735,429818,,,Y,Y,,"Textiles, WEE",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,Bennett Road,LS6 3HN,Road Side,Headingley,,LS6,,72559009,53.82048,-1.577417,436106,436106,,,Y,,,Textiles,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,Victoria Road,LS6 1AS,Road Side,Hyde Park and Woodhouse,,LS6,,72222298,53.814961,-1.564435,435497,428776,,,Y,,,Textiles,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,"St, Peters Square ",LS9 8AH ,Road Side,City Centre,Y,LS9,,72573174,53.797228,-1.533471,433537,430827,Y,,,,,Glass,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,Maude St' Car Park,LS2 7DJ,Road Side,City Centre,Y,LS2,,72562342,53.795087,-1.534698,433298,430748,Y,,,,,Glass,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,Armouries Way ,LS10 1PJ,Road Side,City and Hunslet,Y,LS10,,N/A,53.792685,-1.534359,433031,430772,Y,,,,,Glass,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside ,"Robin Hood, Wakefield Road, Robin Hood",WF3 3BH,Road Side,Ardsley and Robin Hood,Y ,WF3,22199,72371985,53.736392,-1.506665,426781,432640,Y,,,,,Glass,1,,1,"1,278","2,113","1,001","1,236","1,511","1,010","1,007","1,584","1,639","1,616","1,884","1,286","2,247","1,718",,"1,350","1,580",,177,,"1,253","1,678","1,218","1,326","1,632","1,698","1,023","2,048","1,542","1,167","1,678","1,593",864,"1,157","1,164","2,475",18039,"1,503"
Roadside ,Atkinson Street,LS10 1QB,Road Side,City and Hunslet,,LS10,22391,,53.785038,-1.526284,432184,431310,Y,,,,,Glass,4,,,365,749,"1,224",371,843,"1,356",500,871,826,791,284,401,"1,149",729,773,755,"1,062",,,,578,959,993,708,400,944,307,"1,100",517,809,581,704,648,183,173,808,7175,598
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside ,"Brackenwood Drive, Bus Turning Circle",LS8 1QA,Road Side,Roundhay,Y,LS8,,72025505,53.832016,-1.522348,437412,431534,Y,,,,,Glass,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,Pepper Road,LS10 2AJ,Road Side,City and Hunslet,Y,LS10,,72565875,53.773553,-1.522028,430908,431599,Y,,,,,Glass,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,Garnet Place,LS11 5JF,Road Side,Beeston and Holbeck,Y,LS11,,72075857,53.775899,-1.542618,431179,430236,Y,,,,,Glass,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadside,Birch Drive,LS25 7DU,Road Side,Kippax and Methley,Y,LS25,,72326552,53.775224,-1.379297,431167,441004,Y,,,,,Glass,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin Lane Club formerly Royal British Legion Club,"Robin Lane, Pudsey",LS28 7BR,Social Club,Pudsey,Y,LS28,21933,72567612,53.794986,-1.660185,433240,422482,Y,,,,,Glass,1,,1,"1,112","1,025","1,345","1,187","2,046","1,021",344,"1,919","2,482","2,321",960,"2,259","1,604","1,437","2,248","1,639","1,881",,544,,"2,898","1,669","1,968","2,058","1,875","1,387","2,032","2,023","1,516",889,"1,319","2,010","1,578","2,007",635,"1,841",19113,"1,593"
Rocol,"Wakefield Road, Swillington",LS26 8BS,Business,Garforth and Swillington,,LS26,22209,72524885,53.770939,-1.416633,430669,438547,Y,,,,,Glass,1,,1,,,390,,,,,,,,,,,,,326,,559,514,539,,,,224,,,636,,,,,,,,156,,792,396
Rossefield Manor,Rossefield Lawn,LS13 3RU,Road Side,Bramley and Stanningley,,LS13,22212,72681490,53.807311,-1.628232,434622,424580,Y,Y,,,,"Glass, Paper",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,85,508,254
Rothwell Athletic and Squash Club,"Royds Lane, Rothwell",LS26 0BE,Sports Club,Rothwell,Y,LS26,22213,72377624,53.746378,-1.47179,427908,434932,Y,,,,,Glass,1,,3,210,"1,466",,318,916,"1,232","1,541",846,901,"1,130",679,524,"1,009",820,697,"1,029",535,287,,380,957,699,494,905,948,769,"1,651",701,"1,478",436,381,110,"1,704",803,655,838,10474,873
Rothwell Labour Club,"Fifth Avenue, Rothwell",LS26 0HG,Social Club,Rothwell,Y,LS26,22214,72376599,53.755863,-1.468243,428965,435158,Y,,,,,Glass,1,,2,210,424,"1,077",148,572,486,415,966,368,68,756,516,,,"1,376","1,393",367,"4,168","6,938","4,669",301,246,340,68,,772,0,338,263,600,,0,319,119,312,0,2723,272
Rothwell Leisure Centre,Wakefield Road,LS26 8EL,Leisure Centre,Rothwell,Y,LS26,22215,72556215,53.744221,-1.451772,427678,436254,Y,Y,,,,"Glass, Paper",1,,3,262,"3,325","3,218","2,477","1,252","2,329","1,301","3,096","2,656","2,205","1,856","3,038","1,931","1,828","1,636","3,234","1,693",258,551,360,"2,361","2,197","2,668","3,084","2,319","2,771","2,829","1,786","4,242","1,810","2,203",622,"3,996","2,755","2,292","1,019",28644,"2,387"
Rothwell W.M.C,"Marsh Street,Rothwell",LS26 0BB,Social Club,Rothwell,Y,LS26,22216,72377468,53.748039,-1.477562,428090,434550,Y,,,,,Glass,1,,1,539,686,"1,237","1,284",995,"1,131",660,"4,041",797,887,525,966,"1,193",611,494,496,880,,,"1,369",604,"1,104",638,"1,053",778,428,8,355,826,333,632,"1,232",412,"1,168",655,,6826,621
Roundhay Park - Car Park,Princess Avenue,LS8 2ER,Car Park,Roundhay,Y,LS8,22217,72161903,53.837056,-1.504446,437981,432708,Y,,,,,Glass,1,,3,,"5,694","9,287","8,583","6,160","6,034","5,700","3,546","7,207","10,402","6,058","6,502",,,"5,151","7,260","5,090",382,752,623,"5,812","7,147","5,473","5,100","7,692","5,902","6,086","10,411","8,524","5,925","7,996","6,781","12,297","13,798","10,297","9,576",105284,"8,774"
Royal Armouries Museum,Armouries Drive,LS10 1LT,Business,City and Hunslet,Y,LS10,22219,72672535,53.789749,-1.532335,432705,430907,Y,,,,,Glass,1,,3,,384,250,,276,,,629,454,,,150,320,,855,264,,366,471,105,83,167,356,,90,,601,,,"1,786",0,,320,305,,,3102,517
Sainsburys,King Lane,LS17 5NY,Supermarket,Alwoodley,Y,LS17,22224,72505272,53.84409,-1.553836,438948,429702,Y,Y,Y,,,"Glass, Paper, Textiles",1,,10,"29,146","18,403","29,882","30,144","25,384","21,464","17,765","28,261","22,926","32,430","22,361","23,337","24,251","28,761","21,977","24,486","20,751","1,269","1,543","1,308","27,320","31,160",,"25,068","28,189","19,825","30,719","28,230","23,429","21,383","25,055","24,537","39,384","48,151","34,781","36,678",360361,"30,030"
Sainsburys,"11 Bondgate, Otley",LS21 3AB,Supermarket,Otley and Yeadon,Y,LS21,,72673452,53.902867,-1.692536,445233,420299,Y,Y,,,,"Glass, Paper",1,,4,,,,,,,,,,,,,,,,,,530,575,185,,292,,,,,360,,,,,,,,,,360,360
Scarcroft Golf Club,Syke Lane,LS14 3BQ,Sports Club,Harewood,Y,LS14,22226,72388841,53.873111,-1.453388,442017,436037,Y,,,,,Glass,1,,3,,"1,152",888,954,,"2,037",,"1,810",,"1,452",,,"2,184","1,141","1,068",925,786,,,"1,259","1,239",,,"1,595",,,"2,701","1,343",,,"1,845",,"1,285",730,0,,7904,"1,317"
Seacroft Village Hall,980 York Road,LS14 6JS,Community Centre,Killingbeck and Seacroft,,LS14,6,72241262,53.818413,-1.458353,435929,435757,Y,,,,,Glass,1,,1,,,,318,138,625,409,138,,508,539,154,,679,97,247,265,377,418,"1,655",620,177,520,,634,,900,276,743,,350,402,,,392,0,3697,462
Seacroft WMC,Ironwood View,LS14 6EW,Social Club,Killingbeck and Seacroft,Y,LS14,22230,72535235,53.814864,-1.468727,435529,435077,Y,,,,,Glass,1,,2,266,,517,159,630,675,818,206,366,592,434,385,,,237,582,492,256,,373,531,443,305,445,638,628,,368,"4,109",324,175,348,0,219,392,300,7501,682
Sheepscar WMC,Savile Drive,LS7 3EJ,Social Club,Chapel Allerton,Y,LS7,22232,72700327,53.813911,-1.538012,435391,430516,Y,,,,,Glass,1,,1,511,625,175,486,910,,"1,094",427,541,342,437,199,660,"1,008",312,514,481,,,,187,612,413,231,545,530,377,201,258,285,508,481,,435,215,284,4120,375
Sholebroke Mount,Chapeltown,LS7 3JG,Road Side,Chapel Allerton,,LS7,22233,72184850,53.819112,-1.538433,435969,430484,Y,,,,,Glass,1,,1,"1,357",668,900,838,"1,398",904,404,"1,072","1,597",287,747,434,682,446,796,338,519,,,,713,947,705,524,"1,216","1,255",704,952,786,714,"1,297",562,"2,289",991,695,"1,110",12569,"1,047"
South Leeds Conservative Club,"Wooler Street, Beeston",LS11 7JH,Social Club,Beeston and Holbeck,,LS11,22236,72237921,53.772184,-1.561869,430739,428974,Y,,,,,Glass,1,,2,,"1,431","1,785","1,066",487,"1,649",,188,"1,374",,"1,154",546,864,521,874,853,"1,077",,358,622,516,"1,136","1,270","1,021",,"1,364","3,790",782,914,,"1,168",654,,777,"3,115",764,13327,"1,481"
South Leeds Stadium,Middleton Grove,LS11 5DJ,Leisure Centre,Middleton Park,,LS11,22237,72687558,53.764302,-1.541939,429870,430293,Y,,,,,Glass,1,,1,,,,,,412,459,,,,,176,,,699,,,,,,,663,,278,,289,"2,809",637,270,,601,279,,,,93,4978,711
Sports Park Weetwood - University of Leeds,"Ring Road, Weetwood",LS16 5AU,Sports Club,Adel and Wharfedale,,LS16,23092,72578999,53.838932,-1.590692,438154,427031,Y,,,,,Glass,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,178,487,244
